GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006,H7Z001,H7Z002,H7Z003,H7Z004,H7Z005,H7Z006,H7Z007,H7Z008,H7Z009,H7Z010,H7Z011,H7Z012,H7Z013,H7Z014,H7Z015,H7Z016,H7Z017,H76001,H76002,H76003,H76004,H76005,H76006,H76007,H76008,H76009,H76010,H76011,H76012,H76013,H76014,H76015,H76016,H76017,H76018,H76019,H76020,H76021,H76022,H76023,H76024,H76025,H76026,H76027,H76028,H76029,H76030,H76031,H76032,H76033,H76034,H76035,H76036,H76037,H76038,H76039,H76040,H76041,H76042,H76043,H76044,H76045,H76046,H76047,H76048,H76049
"G20009100503011","2010","2","4","Kansas","20","Johnson County","091",,,"050301","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1419,1419,1419,1419,0,0,0,1419,1359,1080,110,7,124,0,3,35,60,40,3,0,2,0,11,4,1419,649,34,14,7,18,7,3,4,51,163,83,54,48,33,36,30,8,9,8,6,12,6,9,6,770,41,18,15,12,6,7,9,108,182,78,48,27,35,37,35,15,19,15,6,9,18,16,14
"G20009100503012","2010","2","4","Kansas","20","Johnson County","091",,,"050301","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,936,936,936,936,0,0,0,936,882,857,9,3,3,1,0,9,54,45,0,0,0,0,9,0,936,444,26,29,10,12,12,4,3,10,52,43,38,39,32,29,35,9,13,7,10,12,11,2,6,492,20,28,20,17,4,6,5,10,51,41,38,32,39,41,32,11,17,9,10,24,17,7,13
"G20009100503013","2010","2","4","Kansas","20","Johnson County","091",,,"050301","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1549,1549,1549,1549,0,0,0,1549,1335,970,173,8,144,0,5,35,214,98,9,2,1,0,82,22,1549,804,40,14,21,20,18,22,14,103,168,109,70,50,36,37,28,14,9,7,8,6,3,3,4,745,25,26,14,16,29,12,17,121,155,62,55,30,25,48,26,18,15,1,13,14,5,10,8
"G20009100503021","2010","2","4","Kansas","20","Johnson County","091",,,"050302","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,948,948,948,948,0,0,0,948,857,749,48,4,25,1,2,28,91,49,3,0,0,0,30,9,948,453,28,10,17,9,7,3,1,32,61,42,32,29,32,27,27,14,18,3,13,7,9,11,21,495,22,13,15,10,5,1,6,33,71,43,26,19,33,34,29,15,16,5,8,12,15,17,47
"G20009100503022","2010","2","4","Kansas","20","Johnson County","091",,,"050302","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,566,566,566,566,0,0,0,566,547,503,6,2,18,0,0,18,19,13,0,0,0,0,6,0,566,261,18,16,12,10,2,1,2,7,28,19,21,19,24,19,22,6,7,4,6,4,7,4,3,305,21,10,11,14,4,0,3,5,29,27,23,17,21,32,27,5,12,5,9,12,8,3,7
"G20009100504001","2010","2","4","Kansas","20","Johnson County","091",,,"050400","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1372,1372,1372,1372,0,0,0,1372,1296,1220,20,1,11,1,4,39,76,52,0,0,0,0,20,4,1372,683,48,39,45,19,9,3,3,22,45,50,45,49,62,58,50,20,23,18,16,20,14,9,16,689,36,35,30,24,13,8,5,21,57,45,39,37,58,55,53,19,26,19,23,19,13,25,29
"G20009100504002","2010","2","4","Kansas","20","Johnson County","091",,,"050400","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1162,1162,1162,1162,0,0,0,1162,995,858,59,3,50,0,2,23,167,100,0,4,0,0,59,4,1162,573,40,34,28,21,9,4,11,26,53,53,45,45,44,34,38,14,13,8,9,17,12,10,5,589,44,41,28,19,13,4,10,31,62,47,35,32,28,44,38,13,17,10,13,24,16,10,10
"G20009100504003","2010","2","4","Kansas","20","Johnson County","091",,,"050400","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,2165,2165,2165,2165,0,0,0,2165,1758,1407,232,6,51,0,4,58,407,224,0,0,0,0,166,17,2165,1021,99,72,59,44,11,16,10,51,121,102,79,41,59,62,68,22,16,11,11,25,16,16,10,1144,84,71,48,30,29,15,11,48,131,110,79,63,65,78,78,31,38,16,20,32,27,20,20
"G20009100505001","2010","2","4","Kansas","20","Johnson County","091",,,"050500","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,716,716,716,716,0,0,0,716,632,592,17,3,7,1,0,12,84,52,1,1,0,0,23,7,716,344,16,24,16,12,9,5,5,10,53,26,27,27,28,21,22,7,8,5,2,7,6,5,3,372,21,17,16,12,4,4,6,10,51,37,22,24,28,27,24,7,13,3,5,16,16,5,4
"G20009100505002","2010","2","4","Kansas","20","Johnson County","091",,,"050500","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,538,538,538,538,0,0,0,538,514,466,27,0,13,0,1,7,24,18,0,0,0,0,5,1,538,272,20,9,18,3,7,4,2,6,20,22,13,19,22,18,25,9,8,8,8,13,1,9,8,266,13,16,19,3,2,1,2,5,31,17,15,18,14,20,22,7,11,14,8,9,9,6,4
"G20009100505003","2010","2","4","Kansas","20","Johnson County","091",,,"050500","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,545,545,545,545,0,0,0,545,513,483,5,2,5,0,1,17,32,20,1,0,0,0,11,0,545,267,18,16,11,14,4,6,1,10,19,31,13,13,30,25,16,8,7,4,4,4,6,5,2,278,23,21,10,9,6,1,2,10,32,22,20,15,27,21,18,7,8,2,4,3,9,2,6
"G20009100505004","2010","2","4","Kansas","20","Johnson County","091",,,"050500","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,792,792,792,792,0,0,0,792,719,604,62,1,19,1,1,31,73,32,0,0,0,0,15,26,792,366,28,23,31,16,15,6,6,12,35,24,24,18,33,20,30,10,10,5,4,6,4,1,5,426,33,30,35,11,12,12,4,13,38,26,29,26,31,31,25,10,9,10,7,10,7,9,8
"G20009100506001","2010","2","4","Kansas","20","Johnson County","091",,,"050600","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1110,1110,1110,1110,0,0,0,1110,1066,1030,6,7,7,0,0,16,44,29,0,0,0,0,13,2,1110,532,33,32,27,20,9,3,4,15,29,45,26,27,34,45,42,22,19,9,18,28,18,14,13,578,28,26,32,14,8,2,3,17,38,39,27,27,34,51,54,18,24,13,22,31,20,27,23
"G20009100506002","2010","2","4","Kansas","20","Johnson County","091",,,"050600","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,854,854,854,854,0,0,0,854,825,795,9,3,11,0,0,7,29,26,0,0,0,0,3,0,854,396,14,19,22,14,5,1,0,4,12,11,22,26,34,29,38,15,19,12,19,16,16,26,22,458,23,28,20,13,5,0,1,5,13,18,25,23,39,36,45,7,15,15,21,19,27,30,30
"G20009100506003","2010","2","4","Kansas","20","Johnson County","091",,,"050600","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,820,820,820,820,0,0,0,820,749,683,20,0,30,0,1,15,71,37,0,1,0,0,29,4,820,410,28,34,22,18,7,2,3,12,60,37,31,28,27,29,21,6,11,7,5,6,4,7,5,410,24,27,25,12,4,4,4,13,55,38,27,26,26,27,20,10,16,6,4,8,11,11,12
"G20009100506004","2010","2","4","Kansas","20","Johnson County","091",,,"050600","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,681,681,681,681,0,0,0,681,650,606,6,6,11,0,0,21,31,18,0,0,0,0,11,2,681,328,24,23,14,10,7,1,0,18,23,28,29,15,22,25,26,9,13,5,4,9,11,6,6,353,13,19,17,15,6,2,1,14,31,27,22,25,23,30,23,10,19,6,6,11,11,15,7
"G20009100506005","2010","2","4","Kansas","20","Johnson County","091",,,"050600","5",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 5",,1016,1016,1016,1016,0,0,0,1016,959,895,17,4,23,1,1,18,57,23,0,0,0,0,33,1,1016,485,40,25,25,13,9,4,2,12,65,53,35,32,34,36,25,6,17,3,8,16,8,9,8,531,37,26,18,9,7,3,2,16,59,56,45,35,44,38,41,12,9,8,14,21,11,5,15
"G20009100507001","2010","2","4","Kansas","20","Johnson County","091",,,"050700","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,823,823,823,823,0,0,0,823,812,770,7,1,21,0,1,12,11,9,0,0,0,0,0,2,823,384,25,14,26,10,5,4,1,18,46,33,23,24,28,29,25,10,14,7,4,13,8,7,10,439,21,26,29,12,3,0,2,18,45,31,23,25,35,33,38,11,18,7,8,19,12,12,11
"G20009100507002","2010","2","4","Kansas","20","Johnson County","091",,,"050700","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,813,813,813,813,0,0,0,813,768,731,12,1,10,0,3,11,45,33,1,1,0,0,10,0,813,367,29,18,19,12,6,1,2,12,50,45,31,21,26,32,19,7,10,5,3,5,7,3,4,446,35,21,16,12,7,2,3,15,59,45,24,28,35,39,33,8,12,8,7,3,15,14,5
"G20009100507003","2010","2","4","Kansas","20","Johnson County","091",,,"050700","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1352,1352,1352,1352,0,0,0,1352,1325,1293,12,3,5,0,0,12,27,25,0,0,0,0,0,2,1352,655,42,50,57,42,16,3,5,23,35,42,49,49,58,54,37,19,18,6,7,15,7,11,10,697,55,38,49,30,8,4,0,22,41,47,47,54,70,65,59,12,19,6,11,18,14,16,12
"G20009100507004","2010","2","4","Kansas","20","Johnson County","091",,,"050700","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,903,903,903,903,0,0,0,903,883,862,2,0,7,0,0,12,20,15,0,0,0,0,1,4,903,429,17,11,33,24,11,3,0,8,19,33,15,26,29,47,43,9,27,10,18,9,18,7,12,474,25,15,34,27,6,3,2,7,20,29,22,25,48,47,48,13,21,11,13,18,16,10,14
"G20009100507005","2010","2","4","Kansas","20","Johnson County","091",,,"050700","5",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 5",,664,664,664,664,0,0,0,664,628,588,11,1,10,0,0,18,36,27,0,0,0,0,6,3,664,293,15,22,20,13,2,1,0,8,18,17,19,23,18,20,22,13,7,4,11,13,11,7,9,371,15,26,12,7,2,2,2,15,22,25,21,28,25,28,27,14,17,15,11,16,19,9,13
"G20009100508001","2010","2","4","Kansas","20","Johnson County","091",,,"050800","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,769,769,769,769,0,0,0,769,751,737,1,1,8,0,0,4,18,18,0,0,0,0,0,0,769,357,9,21,40,20,7,2,1,4,3,6,15,20,32,35,29,14,25,17,13,20,9,7,8,412,19,33,39,27,13,3,2,5,7,11,9,27,41,37,34,16,19,7,15,22,10,7,9
"G20009100508002","2010","2","4","Kansas","20","Johnson County","091",,,"050800","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1042,1042,1042,1042,0,0,0,1042,1021,992,2,6,11,0,0,10,21,14,0,2,0,0,5,0,1042,504,28,42,53,24,8,0,0,4,14,15,27,35,38,40,43,11,34,9,19,22,15,12,11,538,26,39,41,23,3,2,1,3,14,18,32,39,44,46,47,19,32,18,19,17,25,11,19
"G20009100508003","2010","2","4","Kansas","20","Johnson County","091",,,"050800","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,773,773,773,773,0,0,0,773,765,741,2,0,13,0,3,6,8,7,0,0,0,0,1,0,773,385,16,27,43,27,19,1,2,4,2,5,15,17,33,41,35,12,20,10,9,17,11,8,11,388,8,32,44,28,7,1,1,7,4,4,15,25,36,43,42,13,20,5,10,13,10,10,10
"G20009100509001","2010","2","4","Kansas","20","Johnson County","091",,,"050900","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,929,929,929,929,0,0,0,929,909,881,1,2,17,0,0,8,20,13,0,0,4,0,3,0,929,454,30,46,44,24,7,0,2,5,6,12,27,37,33,32,41,13,18,11,21,16,11,11,7,475,43,58,36,23,4,0,0,5,6,15,32,40,33,35,40,15,17,12,17,21,14,4,5
"G20009100509002","2010","2","4","Kansas","20","Johnson County","091",,,"050900","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1097,1097,1097,1097,0,0,0,1097,1073,1037,2,5,10,0,0,19,24,16,0,0,0,0,5,3,1097,537,20,35,43,29,11,2,4,8,10,10,17,35,48,49,42,22,29,10,18,39,23,21,12,560,31,33,44,28,8,1,0,7,8,18,25,35,40,65,48,27,23,13,24,34,25,10,13
"G20009100509003","2010","2","4","Kansas","20","Johnson County","091",,,"050900","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,2470,2470,2470,2470,0,0,0,2470,2354,2266,21,2,44,0,0,21,116,95,0,0,0,0,16,5,2470,1097,67,68,59,38,15,6,5,25,112,107,71,74,64,79,72,27,33,17,22,31,24,32,49,1373,60,66,64,35,12,4,5,28,136,119,75,86,78,98,88,44,43,19,25,55,48,58,127
"G20009100510001","2010","2","4","Kansas","20","Johnson County","091",,,"051000","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,909,909,909,909,0,0,0,909,885,852,10,5,8,0,0,10,24,14,0,0,0,0,7,3,909,428,36,22,31,15,6,2,0,17,54,52,31,31,26,19,28,10,9,9,6,8,5,7,4,481,37,20,20,7,5,3,2,29,66,55,37,35,29,26,29,14,12,13,10,15,6,7,4
"G20009100510002","2010","2","4","Kansas","20","Johnson County","091",,,"051000","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,976,976,976,976,0,0,0,976,938,924,3,0,2,0,0,9,38,31,0,0,0,0,3,4,976,457,49,31,25,15,5,3,3,11,61,63,36,25,28,23,17,11,15,4,9,6,7,6,4,519,53,41,21,15,4,5,7,7,58,76,34,30,30,22,27,12,18,11,9,13,10,5,11
"G20009100510003","2010","2","4","Kansas","20","Johnson County","091",,,"051000","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,911,911,911,911,0,0,0,911,891,869,4,0,7,0,0,11,20,17,0,0,0,0,1,2,911,410,30,27,31,17,6,1,3,8,33,48,39,25,30,31,19,7,9,2,9,9,14,6,6,501,33,26,22,25,9,2,0,17,51,35,30,34,29,33,34,11,16,16,14,18,13,16,17
"G20009100510004","2010","2","4","Kansas","20","Johnson County","091",,,"051000","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,770,770,770,770,0,0,0,770,740,705,4,5,14,0,0,12,30,25,0,0,0,0,1,4,770,352,23,17,9,10,7,3,1,11,52,48,35,22,17,16,21,11,12,3,10,8,5,3,8,418,30,11,9,7,4,2,3,12,63,53,32,24,26,28,29,14,17,5,13,12,5,7,12
"G20009100511001","2010","2","4","Kansas","20","Johnson County","091",,,"051100","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,929,929,929,929,0,0,0,929,852,805,17,4,7,0,2,17,77,54,0,1,1,0,17,4,929,421,35,25,16,9,3,4,1,12,59,53,31,20,27,21,24,8,20,7,6,9,5,14,12,508,41,27,26,13,7,1,6,17,61,38,34,23,34,27,29,15,20,16,12,15,12,21,13
"G20009100511002","2010","2","4","Kansas","20","Johnson County","091",,,"051100","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1233,1233,1233,1233,0,0,0,1233,872,764,46,4,41,0,0,17,361,159,0,6,0,0,187,9,1233,646,50,29,24,16,14,9,13,58,77,73,50,46,40,36,47,10,10,6,10,11,8,8,1,587,40,30,25,13,9,11,5,29,87,57,47,42,35,30,42,14,13,5,10,13,11,6,13
"G20009100511003","2010","2","4","Kansas","20","Johnson County","091",,,"051100","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,676,676,676,676,0,0,0,676,609,572,9,5,4,1,2,16,67,45,0,0,0,0,19,3,676,329,27,16,16,11,4,0,4,9,38,32,28,20,26,21,23,9,8,4,7,9,10,4,3,347,22,24,20,6,5,6,1,13,27,36,23,18,30,19,20,15,9,8,11,12,12,5,5
"G20009100511004","2010","2","4","Kansas","20","Johnson County","091",,,"051100","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,693,693,693,693,0,0,0,693,643,623,4,0,10,0,0,6,50,27,0,0,0,0,17,6,693,339,10,18,17,18,8,4,2,11,18,24,15,23,27,26,25,10,18,8,6,14,16,12,9,354,15,11,22,20,9,0,1,10,14,17,20,21,28,29,31,13,14,8,14,15,17,14,11
"G20009100512001","2010","2","4","Kansas","20","Johnson County","091",,,"051200","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1646,1646,1646,1646,0,0,0,1646,1441,1288,72,5,51,0,2,23,205,90,2,0,0,3,102,8,1646,783,48,33,47,14,11,11,6,26,81,64,57,46,55,53,45,13,26,12,23,38,26,27,21,863,46,27,24,18,10,6,10,24,73,65,45,44,55,60,47,15,27,26,42,49,49,54,47
"G20009100512002","2010","2","4","Kansas","20","Johnson County","091",,,"051200","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,687,687,687,687,0,0,0,687,658,587,29,3,16,0,0,23,29,25,0,0,0,0,4,0,687,336,22,17,15,11,7,1,8,11,35,32,27,27,19,23,23,6,9,3,8,8,8,9,7,351,21,8,16,10,6,1,1,12,41,31,26,25,21,21,27,9,13,5,9,14,10,12,12
"G20009100512003","2010","2","4","Kansas","20","Johnson County","091",,,"051200","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1560,1560,1560,1560,0,0,0,1560,1451,1328,43,4,35,0,6,35,109,74,2,0,0,0,23,10,1560,689,27,35,45,26,12,3,7,31,68,65,50,48,64,62,47,11,19,7,12,15,17,8,10,871,53,34,39,16,10,11,4,30,91,73,48,56,65,65,77,30,22,14,27,34,32,23,17
"G20009100513001","2010","2","4","Kansas","20","Johnson County","091",,,"051300","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1415,1415,1415,1415,0,0,0,1415,1353,1271,34,5,23,0,0,20,62,49,1,0,1,0,8,3,1415,658,50,34,29,26,14,5,8,23,69,82,52,52,38,45,35,16,20,7,12,9,12,11,9,757,44,39,33,24,4,3,7,30,83,82,61,39,52,63,61,13,23,14,16,26,7,23,10
"G20009100513002","2010","2","4","Kansas","20","Johnson County","091",,,"051300","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,899,899,899,899,0,0,0,899,807,724,36,3,28,0,0,16,92,57,0,1,0,0,28,6,899,368,22,18,20,9,7,1,3,13,37,38,29,17,23,17,27,5,11,6,4,7,3,13,38,531,26,23,18,4,5,1,1,9,42,36,20,24,29,25,27,6,11,5,8,25,15,32,139
"G20009100513003","2010","2","4","Kansas","20","Johnson County","091",,,"051300","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,908,908,908,908,0,0,0,908,839,752,36,7,21,0,1,22,69,41,3,0,0,0,23,2,908,419,48,24,23,12,9,6,5,20,56,51,26,26,29,14,17,8,17,3,7,8,1,4,5,489,29,33,24,14,9,2,5,22,52,49,37,26,28,41,29,16,13,9,7,11,8,8,17
"G20009100513004","2010","2","4","Kansas","20","Johnson County","091",,,"051300","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,917,917,917,917,0,0,0,917,893,869,6,0,14,0,0,4,24,21,0,0,0,0,3,0,917,428,24,34,15,16,9,2,4,5,37,26,31,38,31,24,35,10,18,12,10,15,12,9,11,489,29,30,28,21,6,1,0,11,28,37,32,37,40,37,40,15,21,7,15,13,18,12,11
"G20009100514001","2010","2","4","Kansas","20","Johnson County","091",,,"051400","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,928,928,928,928,0,0,0,928,886,852,14,1,6,0,0,13,42,29,0,1,0,0,7,5,928,432,35,20,20,16,7,1,5,14,62,46,31,34,35,24,18,7,9,5,11,9,11,8,4,496,27,26,18,15,7,4,2,15,69,34,39,29,39,40,31,11,12,10,14,20,16,6,12
"G20009100514002","2010","2","4","Kansas","20","Johnson County","091",,,"051400","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,660,660,660,660,0,0,0,660,639,610,7,1,7,1,1,12,21,18,0,0,0,0,3,0,660,304,23,13,11,16,2,0,1,9,42,21,24,17,26,17,25,7,12,2,3,6,7,14,6,356,24,14,16,8,1,2,0,6,27,27,21,21,31,26,28,7,11,6,12,22,13,17,16
"G20009100514003","2010","2","4","Kansas","20","Johnson County","091",,,"051400","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,687,687,687,687,0,0,0,687,676,667,3,0,2,0,0,4,11,9,0,0,0,0,2,0,687,325,15,17,16,13,7,1,0,1,4,3,12,14,23,28,25,11,14,8,19,22,27,23,22,362,9,17,19,16,3,1,1,7,3,5,9,14,21,28,26,12,16,14,19,30,40,27,25
"G20009100514004","2010","2","4","Kansas","20","Johnson County","091",,,"051400","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,827,827,827,827,0,0,0,827,812,792,5,0,11,0,0,4,15,15,0,0,0,0,0,0,827,399,22,26,35,17,9,2,2,7,9,16,15,30,29,29,35,19,14,13,14,9,18,15,14,428,18,16,42,29,5,2,2,9,11,13,19,31,40,35,41,12,10,15,12,16,15,17,18
"G20009100515001","2010","2","4","Kansas","20","Johnson County","091",,,"051500","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1063,1063,1063,1063,0,0,0,1063,1008,949,23,1,15,0,1,19,55,37,0,0,0,0,17,1,1063,491,34,39,20,14,9,1,1,15,54,46,32,27,36,33,37,13,14,10,12,12,12,12,8,572,45,28,17,15,13,3,3,18,61,46,34,26,37,54,38,13,34,6,9,23,20,15,14
"G20009100515002","2010","2","4","Kansas","20","Johnson County","091",,,"051500","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,699,699,699,699,0,0,0,699,670,652,6,0,4,0,0,8,29,21,0,0,1,0,3,4,699,323,22,21,15,17,10,2,0,10,29,25,30,23,20,21,18,6,12,5,7,7,13,4,6,376,26,28,25,6,0,1,1,8,32,34,21,29,28,25,32,8,17,8,9,14,9,7,8
"G20009100515003","2010","2","4","Kansas","20","Johnson County","091",,,"051500","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1160,1160,1160,1160,0,0,0,1160,1104,1035,24,4,21,1,0,19,56,42,1,1,0,0,7,5,1160,553,45,33,27,12,6,5,9,11,90,74,38,37,30,38,32,7,16,6,8,13,5,7,4,607,46,29,24,20,8,0,6,23,93,74,30,38,46,48,38,10,20,6,7,16,10,8,7
"G20009100515004","2010","2","4","Kansas","20","Johnson County","091",,,"051500","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,1028,1028,1028,1028,0,0,0,1028,991,929,9,4,23,0,0,26,37,19,0,0,0,0,8,10,1028,422,21,18,26,6,7,2,2,15,40,28,20,23,26,34,15,9,12,8,9,15,15,26,45,606,15,18,9,16,4,6,3,21,48,37,27,26,30,39,23,9,19,10,15,23,30,53,125
"G20009100516001","2010","2","4","Kansas","20","Johnson County","091",,,"051600","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,946,946,946,946,0,0,0,946,939,918,3,0,12,0,0,6,7,2,0,1,0,1,1,2,946,476,40,42,35,15,5,1,2,7,11,26,34,34,42,34,44,20,15,8,11,15,7,17,11,470,39,30,27,20,5,3,0,6,9,33,30,40,39,41,40,12,16,4,13,22,16,16,9
"G20009100516002","2010","2","4","Kansas","20","Johnson County","091",,,"051600","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1957,1957,1957,1957,0,0,0,1957,1934,1872,8,0,31,0,3,20,23,18,0,0,1,0,2,2,1957,946,64,92,82,34,19,2,2,10,22,39,56,77,83,76,73,28,38,18,20,44,25,26,16,1011,58,79,57,49,9,3,4,14,29,34,71,82,82,95,77,32,38,21,22,47,34,42,32
"G20009100516003","2010","2","4","Kansas","20","Johnson County","091",,,"051600","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,2147,2147,2147,2147,0,0,0,2147,2090,2023,7,4,33,0,0,23,57,47,0,0,0,0,10,0,2147,1066,79,106,73,51,15,4,5,19,24,42,66,82,88,83,86,30,41,20,30,40,28,33,21,1081,56,85,68,48,12,2,6,24,20,51,66,81,92,107,93,31,44,15,28,40,37,44,31
"G20009100517001","2010","2","4","Kansas","20","Johnson County","091",,,"051700","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,860,860,860,860,0,0,0,860,843,819,10,0,5,0,2,7,17,15,0,0,0,0,2,0,860,362,22,16,18,9,5,4,0,7,12,28,25,18,29,21,25,14,13,6,5,10,22,16,37,498,27,20,17,14,7,0,1,5,15,23,22,23,23,29,35,8,22,10,10,23,26,39,99
"G20009100517002","2010","2","4","Kansas","20","Johnson County","091",,,"051700","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,2150,2150,2150,2150,0,0,0,2150,2123,2058,9,0,28,0,4,24,27,18,0,0,0,0,9,0,2150,1047,57,77,85,56,19,5,2,23,15,23,58,71,90,115,89,36,51,27,31,45,25,21,26,1103,47,89,91,48,20,5,1,22,18,23,66,69,113,117,113,30,43,20,33,48,20,30,37
"G20009100517003","2010","2","4","Kansas","20","Johnson County","091",,,"051700","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1460,1460,1460,1460,0,0,0,1460,1431,1374,15,1,20,0,4,17,29,26,1,0,0,0,0,2,1460,700,55,64,57,25,10,3,3,12,20,31,43,46,59,47,58,14,34,13,20,32,16,24,14,760,43,65,57,36,13,3,2,12,18,33,49,56,58,60,56,17,29,16,23,29,33,26,26
"G20009100518011","2010","2","4","Kansas","20","Johnson County","091",,,"051801","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,742,742,742,742,0,0,0,742,718,680,4,1,21,0,0,12,24,19,2,0,0,0,2,1,742,361,14,21,33,22,13,3,2,7,9,5,9,13,28,39,29,7,27,13,14,10,21,14,8,381,8,8,26,20,10,4,0,14,16,6,14,11,40,35,33,18,21,7,12,20,20,20,18
"G20009100518012","2010","2","4","Kansas","20","Johnson County","091",,,"051801","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1167,1167,1167,1167,0,0,0,1167,1137,1084,5,4,21,0,6,17,30,24,0,0,0,0,5,1,1167,530,21,40,42,33,13,3,3,10,15,13,21,26,50,40,41,8,24,12,6,26,29,16,38,637,35,36,43,30,6,0,1,6,16,28,22,37,44,43,31,16,26,14,25,31,49,52,46
