GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001
"G20009909504003","2010","2","4","Kansas","20","Labette County","099",,,"950400","3",,,,,,,,,,"37660","99999","999",,,,,,,,,,,,,,"Block Group 3",,1290
"G20009909505001","2010","2","4","Kansas","20","Labette County","099",,,"950500","1",,,,,,,,,,"37660","99999","999",,,,,,,,,,,,,,"Block Group 1",,1124
"G20009909505002","2010","2","4","Kansas","20","Labette County","099",,,"950500","2",,,,,,,,,,"37660","99999","999",,,,,,,,,,,,,,"Block Group 2",,630
"G20009909505003","2010","2","4","Kansas","20","Labette County","099",,,"950500","3",,,,,,,,,,"37660","99999","999",,,,,,,,,,,,,,"Block Group 3",,1204
"G20009909505004","2010","2","4","Kansas","20","Labette County","099",,,"950500","4",,,,,,,,,,"37660","99999","999",,,,,,,,,,,,,,"Block Group 4",,1098
"G20009909506001","2010","2","4","Kansas","20","Labette County","099",,,"950600","1",,,,,,,,,,"37660","99999","999",,,,,,,,,,,,,,"Block Group 1",,603
"G20009909506002","2010","2","4","Kansas","20","Labette County","099",,,"950600","2",,,,,,,,,,"37660","99999","999",,,,,,,,,,,,,,"Block Group 2",,772
"G20009909506003","2010","2","4","Kansas","20","Labette County","099",,,"950600","3",,,,,,,,,,"37660","99999","999",,,,,,,,,,,,,,"Block Group 3",,921
"G20009909507001","2010","2","4","Kansas","20","Labette County","099",,,"950700","1",,,,,,,,,,"37660","99999","999",,,,,,,,,,,,,,"Block Group 1",,849
"G20009909507002","2010","2","4","Kansas","20","Labette County","099",,,"950700","2",,,,,,,,,,"37660","99999","999",,,,,,,,,,,,,,"Block Group 2",,692
"G20009909507003","2010","2","4","Kansas","20","Labette County","099",,,"950700","3",,,,,,,,,,"37660","99999","999",,,,,,,,,,,,,,"Block Group 3",,619
"G20009909508001","2010","2","4","Kansas","20","Labette County","099",,,"950800","1",,,,,,,,,,"37660","99999","999",,,,,,,,,,,,,,"Block Group 1",,1357
"G20010109566001","2010","2","4","Kansas","20","Lane County","101",,,"956600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,447
"G20010109566002","2010","2","4","Kansas","20","Lane County","101",,,"956600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,470
"G20010109566003","2010","2","4","Kansas","20","Lane County","101",,,"956600","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,833
"G20010300701001","2010","2","4","Kansas","20","Leavenworth County","103",,,"070100","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1041
"G20010300701002","2010","2","4","Kansas","20","Leavenworth County","103",,,"070100","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,875
"G20010300702001","2010","2","4","Kansas","20","Leavenworth County","103",,,"070200","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1290
"G20010300702002","2010","2","4","Kansas","20","Leavenworth County","103",,,"070200","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,834
"G20010300702003","2010","2","4","Kansas","20","Leavenworth County","103",,,"070200","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,671
"G20010300703001","2010","2","4","Kansas","20","Leavenworth County","103",,,"070300","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1586
"G20010300703002","2010","2","4","Kansas","20","Leavenworth County","103",,,"070300","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1453
"G20010300703003","2010","2","4","Kansas","20","Leavenworth County","103",,,"070300","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,801
"G20010300703004","2010","2","4","Kansas","20","Leavenworth County","103",,,"070300","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,615
"G20010300703005","2010","2","4","Kansas","20","Leavenworth County","103",,,"070300","5",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 5",,928
"G20010300704001","2010","2","4","Kansas","20","Leavenworth County","103",,,"070400","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,785
"G20010300704002","2010","2","4","Kansas","20","Leavenworth County","103",,,"070400","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1061
"G20010300704003","2010","2","4","Kansas","20","Leavenworth County","103",,,"070400","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,955
"G20010300704004","2010","2","4","Kansas","20","Leavenworth County","103",,,"070400","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,701
"G20010300705001","2010","2","4","Kansas","20","Leavenworth County","103",,,"070500","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1038
"G20010300705002","2010","2","4","Kansas","20","Leavenworth County","103",,,"070500","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,778
"G20010300705003","2010","2","4","Kansas","20","Leavenworth County","103",,,"070500","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1339
"G20010300705004","2010","2","4","Kansas","20","Leavenworth County","103",,,"070500","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,2241
"G20010300707001","2010","2","4","Kansas","20","Leavenworth County","103",,,"070700","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1626
"G20010300707002","2010","2","4","Kansas","20","Leavenworth County","103",,,"070700","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,963
"G20010300707003","2010","2","4","Kansas","20","Leavenworth County","103",,,"070700","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1462
"G20010300707004","2010","2","4","Kansas","20","Leavenworth County","103",,,"070700","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,777
"G20010300709001","2010","2","4","Kansas","20","Leavenworth County","103",,,"070900","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1650
"G20010300709002","2010","2","4","Kansas","20","Leavenworth County","103",,,"070900","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1247
"G20010300710001","2010","2","4","Kansas","20","Leavenworth County","103",,,"071000","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1284
"G20010300710002","2010","2","4","Kansas","20","Leavenworth County","103",,,"071000","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,2510
"G20010300711011","2010","2","4","Kansas","20","Leavenworth County","103",,,"071101","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,2568
"G20010300711012","2010","2","4","Kansas","20","Leavenworth County","103",,,"071101","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,2977
"G20010300711013","2010","2","4","Kansas","20","Leavenworth County","103",,,"071101","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,3079
"G20010300711014","2010","2","4","Kansas","20","Leavenworth County","103",,,"071101","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,651
"G20010300711021","2010","2","4","Kansas","20","Leavenworth County","103",,,"071102","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1360
"G20010300711022","2010","2","4","Kansas","20","Leavenworth County","103",,,"071102","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,2951
"G20010300711023","2010","2","4","Kansas","20","Leavenworth County","103",,,"071102","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1403
"G20010300712021","2010","2","4","Kansas","20","Leavenworth County","103",,,"071202","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,2117
"G20010300712022","2010","2","4","Kansas","20","Leavenworth County","103",,,"071202","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1675
"G20010300712031","2010","2","4","Kansas","20","Leavenworth County","103",,,"071203","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1392
"G20010300712032","2010","2","4","Kansas","20","Leavenworth County","103",,,"071203","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,2150
"G20010300712033","2010","2","4","Kansas","20","Leavenworth County","103",,,"071203","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1312
"G20010300712034","2010","2","4","Kansas","20","Leavenworth County","103",,,"071203","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,1754
"G20010300714001","2010","2","4","Kansas","20","Leavenworth County","103",,,"071400","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1213
"G20010300714002","2010","2","4","Kansas","20","Leavenworth County","103",,,"071400","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1515
"G20010300714003","2010","2","4","Kansas","20","Leavenworth County","103",,,"071400","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1123
"G20010300716001","2010","2","4","Kansas","20","Leavenworth County","103",,,"071600","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,951
"G20010300716002","2010","2","4","Kansas","20","Leavenworth County","103",,,"071600","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1750
"G20010300718001","2010","2","4","Kansas","20","Leavenworth County","103",,,"071800","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,2273
"G20010300718002","2010","2","4","Kansas","20","Leavenworth County","103",,,"071800","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1177
"G20010300718003","2010","2","4","Kansas","20","Leavenworth County","103",,,"071800","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1364
"G20010300718004","2010","2","4","Kansas","20","Leavenworth County","103",,,"071800","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,1146
"G20010309819001","2010","2","4","Kansas","20","Leavenworth County","103",,,"981900","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,5266
"G20010309819002","2010","2","4","Kansas","20","Leavenworth County","103",,,"981900","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,2549
"G20010500861001","2010","2","4","Kansas","20","Lincoln County","105",,,"086100","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1124
"G20010500861002","2010","2","4","Kansas","20","Lincoln County","105",,,"086100","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,698
"G20010500861003","2010","2","4","Kansas","20","Lincoln County","105",,,"086100","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,666
"G20010500861004","2010","2","4","Kansas","20","Lincoln County","105",,,"086100","4",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 4",,753
"G20010709551001","2010","2","4","Kansas","20","Linn County","107",,,"955100","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,928
"G20010709551002","2010","2","4","Kansas","20","Linn County","107",,,"955100","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,831
"G20010709551003","2010","2","4","Kansas","20","Linn County","107",,,"955100","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,755
"G20010709551004","2010","2","4","Kansas","20","Linn County","107",,,"955100","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,1855
"G20010709551005","2010","2","4","Kansas","20","Linn County","107",,,"955100","5",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 5",,984
"G20010709552001","2010","2","4","Kansas","20","Linn County","107",,,"955200","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,853
"G20010709552002","2010","2","4","Kansas","20","Linn County","107",,,"955200","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1211
"G20010709552003","2010","2","4","Kansas","20","Linn County","107",,,"955200","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,781
"G20010709552004","2010","2","4","Kansas","20","Linn County","107",,,"955200","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,705
"G20010709552005","2010","2","4","Kansas","20","Linn County","107",,,"955200","5",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 5",,753
"G20010909546001","2010","2","4","Kansas","20","Logan County","109",,,"954600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1081
"G20010909546002","2010","2","4","Kansas","20","Logan County","109",,,"954600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1145
"G20010909546003","2010","2","4","Kansas","20","Logan County","109",,,"954600","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,530
"G20011100001001","2010","2","4","Kansas","20","Lyon County","111",,,"000100","1",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 1",,663
"G20011100001002","2010","2","4","Kansas","20","Lyon County","111",,,"000100","2",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 2",,582
"G20011100001003","2010","2","4","Kansas","20","Lyon County","111",,,"000100","3",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 3",,570
"G20011100001004","2010","2","4","Kansas","20","Lyon County","111",,,"000100","4",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 4",,814
"G20011100001005","2010","2","4","Kansas","20","Lyon County","111",,,"000100","5",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 5",,1091
"G20011100001006","2010","2","4","Kansas","20","Lyon County","111",,,"000100","6",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 6",,1268
"G20011100002001","2010","2","4","Kansas","20","Lyon County","111",,,"000200","1",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 1",,962
"G20011100002002","2010","2","4","Kansas","20","Lyon County","111",,,"000200","2",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 2",,1515
"G20011100002003","2010","2","4","Kansas","20","Lyon County","111",,,"000200","3",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 3",,1034
"G20011100002004","2010","2","4","Kansas","20","Lyon County","111",,,"000200","4",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 4",,2326
"G20011100002005","2010","2","4","Kansas","20","Lyon County","111",,,"000200","5",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 5",,1010
"G20011100003001","2010","2","4","Kansas","20","Lyon County","111",,,"000300","1",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 1",,1055
"G20011100003002","2010","2","4","Kansas","20","Lyon County","111",,,"000300","2",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 2",,914
"G20011100003003","2010","2","4","Kansas","20","Lyon County","111",,,"000300","3",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 3",,1069
"G20011100003004","2010","2","4","Kansas","20","Lyon County","111",,,"000300","4",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 4",,683
"G20011100003005","2010","2","4","Kansas","20","Lyon County","111",,,"000300","5",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 5",,892
"G20011100003006","2010","2","4","Kansas","20","Lyon County","111",,,"000300","6",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 6",,747
"G20011100004001","2010","2","4","Kansas","20","Lyon County","111",,,"000400","1",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 1",,611
"G20011100004002","2010","2","4","Kansas","20","Lyon County","111",,,"000400","2",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 2",,754
"G20011100004003","2010","2","4","Kansas","20","Lyon County","111",,,"000400","3",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 3",,855
"G20011100004004","2010","2","4","Kansas","20","Lyon County","111",,,"000400","4",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 4",,776
"G20011100005001","2010","2","4","Kansas","20","Lyon County","111",,,"000500","1",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 1",,958
"G20011100005002","2010","2","4","Kansas","20","Lyon County","111",,,"000500","2",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 2",,1026
"G20011100005003","2010","2","4","Kansas","20","Lyon County","111",,,"000500","3",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 3",,1252
"G20011100005004","2010","2","4","Kansas","20","Lyon County","111",,,"000500","4",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 4",,1560
"G20011100006001","2010","2","4","Kansas","20","Lyon County","111",,,"000600","1",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 1",,958
"G20011100006002","2010","2","4","Kansas","20","Lyon County","111",,,"000600","2",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 2",,1504
"G20011100007001","2010","2","4","Kansas","20","Lyon County","111",,,"000700","1",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 1",,1483
"G20011100007002","2010","2","4","Kansas","20","Lyon County","111",,,"000700","2",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 2",,1233
"G20011100008001","2010","2","4","Kansas","20","Lyon County","111",,,"000800","1",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 1",,1191
"G20011100008002","2010","2","4","Kansas","20","Lyon County","111",,,"000800","2",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 2",,744
"G20011100008003","2010","2","4","Kansas","20","Lyon County","111",,,"000800","3",,,,,,,,,,"21380","99999","999",,,,,,,,,,,,,,"Block Group 3",,1590
"G20011307881001","2010","2","4","Kansas","20","McPherson County","113",,,"788100","1",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 1",,885
"G20011307881002","2010","2","4","Kansas","20","McPherson County","113",,,"788100","2",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 2",,1246
"G20011307881003","2010","2","4","Kansas","20","McPherson County","113",,,"788100","3",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 3",,835
"G20011307882001","2010","2","4","Kansas","20","McPherson County","113",,,"788200","1",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 1",,772
"G20011307882002","2010","2","4","Kansas","20","McPherson County","113",,,"788200","2",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 2",,2161
"G20011307882003","2010","2","4","Kansas","20","McPherson County","113",,,"788200","3",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 3",,725
"G20011307883001","2010","2","4","Kansas","20","McPherson County","113",,,"788300","1",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 1",,782
"G20011307883002","2010","2","4","Kansas","20","McPherson County","113",,,"788300","2",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 2",,1138
"G20011307883003","2010","2","4","Kansas","20","McPherson County","113",,,"788300","3",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 3",,940
"G20011307884001","2010","2","4","Kansas","20","McPherson County","113",,,"788400","1",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 1",,2402
"G20011307884002","2010","2","4","Kansas","20","McPherson County","113",,,"788400","2",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 2",,1135
"G20011307884003","2010","2","4","Kansas","20","McPherson County","113",,,"788400","3",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 3",,586
"G20011307884004","2010","2","4","Kansas","20","McPherson County","113",,,"788400","4",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 4",,1278
"G20011307884005","2010","2","4","Kansas","20","McPherson County","113",,,"788400","5",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 5",,1024
"G20011307885001","2010","2","4","Kansas","20","McPherson County","113",,,"788500","1",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 1",,577
"G20011307885002","2010","2","4","Kansas","20","McPherson County","113",,,"788500","2",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 2",,575
"G20011307885003","2010","2","4","Kansas","20","McPherson County","113",,,"788500","3",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 3",,653
"G20011307886001","2010","2","4","Kansas","20","McPherson County","113",,,"788600","1",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 1",,1003
"G20011307886002","2010","2","4","Kansas","20","McPherson County","113",,,"788600","2",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 2",,601
"G20011307886003","2010","2","4","Kansas","20","McPherson County","113",,,"788600","3",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 3",,674
"G20011307886004","2010","2","4","Kansas","20","McPherson County","113",,,"788600","4",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 4",,768
"G20011307886005","2010","2","4","Kansas","20","McPherson County","113",,,"788600","5",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 5",,1087
"G20011307886006","2010","2","4","Kansas","20","McPherson County","113",,,"788600","6",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 6",,663
"G20011307886007","2010","2","4","Kansas","20","McPherson County","113",,,"788600","7",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 7",,614
"G20011307887001","2010","2","4","Kansas","20","McPherson County","113",,,"788700","1",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 1",,786
"G20011307887002","2010","2","4","Kansas","20","McPherson County","113",,,"788700","2",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 2",,1467
"G20011307887003","2010","2","4","Kansas","20","McPherson County","113",,,"788700","3",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 3",,1803
"G20011307887004","2010","2","4","Kansas","20","McPherson County","113",,,"788700","4",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 4",,821
"G20011307887005","2010","2","4","Kansas","20","McPherson County","113",,,"788700","5",,,,,,,,,,"32700","99999","999",,,,,,,,,,,,,,"Block Group 5",,1179
"G20011504895001","2010","2","4","Kansas","20","Marion County","115",,,"489500","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,617
"G20011504895002","2010","2","4","Kansas","20","Marion County","115",,,"489500","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1187
"G20011504896001","2010","2","4","Kansas","20","Marion County","115",,,"489600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,966
"G20011504896002","2010","2","4","Kansas","20","Marion County","115",,,"489600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1004
"G20011504896003","2010","2","4","Kansas","20","Marion County","115",,,"489600","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,970
"G20011504896004","2010","2","4","Kansas","20","Marion County","115",,,"489600","4",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 4",,1092
"G20011504897001","2010","2","4","Kansas","20","Marion County","115",,,"489700","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1248
"G20011504897002","2010","2","4","Kansas","20","Marion County","115",,,"489700","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,761
"G20011504897003","2010","2","4","Kansas","20","Marion County","115",,,"489700","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,785
"G20011504898001","2010","2","4","Kansas","20","Marion County","115",,,"489800","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1069
"G20011504898002","2010","2","4","Kansas","20","Marion County","115",,,"489800","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1151
"G20011504898003","2010","2","4","Kansas","20","Marion County","115",,,"489800","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,551
"G20011504898004","2010","2","4","Kansas","20","Marion County","115",,,"489800","4",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 4",,671
"G20011504898005","2010","2","4","Kansas","20","Marion County","115",,,"489800","5",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 5",,588
"G20011700407011","2010","2","4","Kansas","20","Marshall County","117",,,"040701","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,923
"G20011700407012","2010","2","4","Kansas","20","Marshall County","117",,,"040701","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,899
"G20011700605101","2010","2","4","Kansas","20","Marshall County","117",,,"060510","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1094
"G20011700605102","2010","2","4","Kansas","20","Marshall County","117",,,"060510","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1734
"G20011700605103","2010","2","4","Kansas","20","Marshall County","117",,,"060510","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,753
"G20011700701821","2010","2","4","Kansas","20","Marshall County","117",,,"070182","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,521
"G20011700701822","2010","2","4","Kansas","20","Marshall County","117",,,"070182","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,773
"G20011700701823","2010","2","4","Kansas","20","Marshall County","117",,,"070182","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,1067
"G20011700901861","2010","2","4","Kansas","20","Marshall County","117",,,"090186","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,790
"G20011700901862","2010","2","4","Kansas","20","Marshall County","117",,,"090186","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,734
"G20011700901863","2010","2","4","Kansas","20","Marshall County","117",,,"090186","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,829
"G20011909666001","2010","2","4","Kansas","20","Meade County","119",,,"966600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,697
"G20011909666002","2010","2","4","Kansas","20","Meade County","119",,,"966600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1182
