GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,RES_ONLYA,TRUSTA,AIANHHA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7V001
"G20006509522001","2010","2","4","Kansas","20","Graham County","065",,,"952200","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1066
"G20006509522002","2010","2","4","Kansas","20","Graham County","065",,,"952200","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,535
"G20006709636001","2010","2","4","Kansas","20","Grant County","067",,,"963600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,915
"G20006709636002","2010","2","4","Kansas","20","Grant County","067",,,"963600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,582
"G20006709637001","2010","2","4","Kansas","20","Grant County","067",,,"963700","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1181
"G20006709637002","2010","2","4","Kansas","20","Grant County","067",,,"963700","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1136
"G20006709637003","2010","2","4","Kansas","20","Grant County","067",,,"963700","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,722
"G20006709637004","2010","2","4","Kansas","20","Grant County","067",,,"963700","4",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 4",,2578
"G20006709637005","2010","2","4","Kansas","20","Grant County","067",,,"963700","5",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 5",,715
"G20006909626001","2010","2","4","Kansas","20","Gray County","069",,,"962600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,741
"G20006909626002","2010","2","4","Kansas","20","Gray County","069",,,"962600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1008
"G20006909626003","2010","2","4","Kansas","20","Gray County","069",,,"962600","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,1277
"G20006909627001","2010","2","4","Kansas","20","Gray County","069",,,"962700","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,707
"G20006909627002","2010","2","4","Kansas","20","Gray County","069",,,"962700","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,556
"G20006909627003","2010","2","4","Kansas","20","Gray County","069",,,"962700","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,752
"G20006909627004","2010","2","4","Kansas","20","Gray County","069",,,"962700","4",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 4",,965
"G20007109581001","2010","2","4","Kansas","20","Greeley County","071",,,"958100","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,764
"G20007109581002","2010","2","4","Kansas","20","Greeley County","071",,,"958100","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,483
"G20007309656001","2010","2","4","Kansas","20","Greenwood County","073",,,"965600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,795
"G20007309656002","2010","2","4","Kansas","20","Greenwood County","073",,,"965600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,790
"G20007309656003","2010","2","4","Kansas","20","Greenwood County","073",,,"965600","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,577
"G20007309657001","2010","2","4","Kansas","20","Greenwood County","073",,,"965700","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,870
"G20007309657002","2010","2","4","Kansas","20","Greenwood County","073",,,"965700","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,581
"G20007309657003","2010","2","4","Kansas","20","Greenwood County","073",,,"965700","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,678
"G20007309657004","2010","2","4","Kansas","20","Greenwood County","073",,,"965700","4",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 4",,637
"G20007309658001","2010","2","4","Kansas","20","Greenwood County","073",,,"965800","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,671
"G20007309658002","2010","2","4","Kansas","20","Greenwood County","073",,,"965800","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1090
"G20007509586001","2010","2","4","Kansas","20","Hamilton County","075",,,"958600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1546
"G20007509586002","2010","2","4","Kansas","20","Hamilton County","075",,,"958600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1144
"G20007709616001","2010","2","4","Kansas","20","Harper County","077",,,"961600","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,618
"G20007709616002","2010","2","4","Kansas","20","Harper County","077",,,"961600","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,563
"G20007709616003","2010","2","4","Kansas","20","Harper County","077",,,"961600","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,970
"G20007709617001","2010","2","4","Kansas","20","Harper County","077",,,"961700","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,793
"G20007709617002","2010","2","4","Kansas","20","Harper County","077",,,"961700","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,685
"G20007709618001","2010","2","4","Kansas","20","Harper County","077",,,"961800","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,809
"G20007709618002","2010","2","4","Kansas","20","Harper County","077",,,"961800","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,1596
"G20007900301001","2010","2","4","Kansas","20","Harvey County","079",,,"030100","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1081
"G20007900301002","2010","2","4","Kansas","20","Harvey County","079",,,"030100","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,656
"G20007900301003","2010","2","4","Kansas","20","Harvey County","079",,,"030100","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,1026
"G20007900301004","2010","2","4","Kansas","20","Harvey County","079",,,"030100","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,1848
"G20007900302001","2010","2","4","Kansas","20","Harvey County","079",,,"030200","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1135
"G20007900302002","2010","2","4","Kansas","20","Harvey County","079",,,"030200","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1372
"G20007900302003","2010","2","4","Kansas","20","Harvey County","079",,,"030200","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,1639
"G20007900302004","2010","2","4","Kansas","20","Harvey County","079",,,"030200","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,642
"G20007900302005","2010","2","4","Kansas","20","Harvey County","079",,,"030200","5",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 5",,751
"G20007900303001","2010","2","4","Kansas","20","Harvey County","079",,,"030300","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,908
"G20007900303002","2010","2","4","Kansas","20","Harvey County","079",,,"030300","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1734
"G20007900303003","2010","2","4","Kansas","20","Harvey County","079",,,"030300","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,2908
"G20007900304001","2010","2","4","Kansas","20","Harvey County","079",,,"030400","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,1730
"G20007900304002","2010","2","4","Kansas","20","Harvey County","079",,,"030400","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,799
"G20007900304003","2010","2","4","Kansas","20","Harvey County","079",,,"030400","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,773
"G20007900304004","2010","2","4","Kansas","20","Harvey County","079",,,"030400","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,887
"G20007900304005","2010","2","4","Kansas","20","Harvey County","079",,,"030400","5",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 5",,1152
"G20007900305001","2010","2","4","Kansas","20","Harvey County","079",,,"030500","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,756
"G20007900305002","2010","2","4","Kansas","20","Harvey County","079",,,"030500","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1200
"G20007900305003","2010","2","4","Kansas","20","Harvey County","079",,,"030500","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,2586
"G20007900305004","2010","2","4","Kansas","20","Harvey County","079",,,"030500","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,1845
"G20007900306001","2010","2","4","Kansas","20","Harvey County","079",,,"030600","1",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 1",,806
"G20007900306002","2010","2","4","Kansas","20","Harvey County","079",,,"030600","2",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 2",,1163
"G20007900306003","2010","2","4","Kansas","20","Harvey County","079",,,"030600","3",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 3",,1536
"G20007900306004","2010","2","4","Kansas","20","Harvey County","079",,,"030600","4",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 4",,1169
"G20007900306005","2010","2","4","Kansas","20","Harvey County","079",,,"030600","5",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 5",,1050
"G20007900306006","2010","2","4","Kansas","20","Harvey County","079",,,"030600","6",,,,,,,,,,"48620","99999","556",,,,,,,,,,,,,,"Block Group 6",,1532
"G20008104631001","2010","2","4","Kansas","20","Haskell County","081",,,"463100","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1324
"G20008104631002","2010","2","4","Kansas","20","Haskell County","081",,,"463100","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,590
"G20008104631003","2010","2","4","Kansas","20","Haskell County","081",,,"463100","3",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 3",,1123
"G20008104631004","2010","2","4","Kansas","20","Haskell County","081",,,"463100","4",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 4",,1219
"G20008304611001","2010","2","4","Kansas","20","Hodgeman County","083",,,"461100","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,1916
"G20008500826001","2010","2","4","Kansas","20","Jackson County","085",,,"082600","1",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 1",,1792
"G20008500826002","2010","2","4","Kansas","20","Jackson County","085",,,"082600","2",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 2",,1417
"G20008500826003","2010","2","4","Kansas","20","Jackson County","085",,,"082600","3",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 3",,791
"G20008500826004","2010","2","4","Kansas","20","Jackson County","085",,,"082600","4",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 4",,630
"G20008500826005","2010","2","4","Kansas","20","Jackson County","085",,,"082600","5",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 5",,759
"G20008500827001","2010","2","4","Kansas","20","Jackson County","085",,,"082700","1",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 1",,1542
"G20008500827002","2010","2","4","Kansas","20","Jackson County","085",,,"082700","2",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 2",,1110
"G20008500827003","2010","2","4","Kansas","20","Jackson County","085",,,"082700","3",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 3",,721
"G20008500827004","2010","2","4","Kansas","20","Jackson County","085",,,"082700","4",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 4",,632
"G20008500828001","2010","2","4","Kansas","20","Jackson County","085",,,"082800","1",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 1",,1648
"G20008500828002","2010","2","4","Kansas","20","Jackson County","085",,,"082800","2",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 2",,2420
"G20008700201011","2010","2","4","Kansas","20","Jefferson County","087",,,"020101","1",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 1",,1415
"G20008700201012","2010","2","4","Kansas","20","Jefferson County","087",,,"020101","2",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 2",,976
"G20008700201013","2010","2","4","Kansas","20","Jefferson County","087",,,"020101","3",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 3",,1204
"G20008700201014","2010","2","4","Kansas","20","Jefferson County","087",,,"020101","4",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 4",,827
"G20008700201015","2010","2","4","Kansas","20","Jefferson County","087",,,"020101","5",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 5",,1756
"G20008700201021","2010","2","4","Kansas","20","Jefferson County","087",,,"020102","1",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 1",,1483
"G20008700201022","2010","2","4","Kansas","20","Jefferson County","087",,,"020102","2",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 2",,1772
"G20008700202001","2010","2","4","Kansas","20","Jefferson County","087",,,"020200","1",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 1",,915
"G20008700202002","2010","2","4","Kansas","20","Jefferson County","087",,,"020200","2",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 2",,1075
"G20008700202003","2010","2","4","Kansas","20","Jefferson County","087",,,"020200","3",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 3",,972
"G20008700202004","2010","2","4","Kansas","20","Jefferson County","087",,,"020200","4",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 4",,1068
"G20008700203001","2010","2","4","Kansas","20","Jefferson County","087",,,"020300","1",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 1",,1740
"G20008700203002","2010","2","4","Kansas","20","Jefferson County","087",,,"020300","2",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 2",,1124
"G20008700203003","2010","2","4","Kansas","20","Jefferson County","087",,,"020300","3",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 3",,1448
"G20008700203004","2010","2","4","Kansas","20","Jefferson County","087",,,"020300","4",,,,,,,,,,"45820","99999","999",,,,,,,,,,,,,,"Block Group 4",,1351
"G20008905761001","2010","2","4","Kansas","20","Jewell County","089",,,"576100","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,546
"G20008905761002","2010","2","4","Kansas","20","Jewell County","089",,,"576100","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,550
"G20008905762001","2010","2","4","Kansas","20","Jewell County","089",,,"576200","1",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 1",,998
"G20008905762002","2010","2","4","Kansas","20","Jewell County","089",,,"576200","2",,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Block Group 2",,983
"G20009100500001","2010","2","4","Kansas","20","Johnson County","091",,,"050000","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,794
"G20009100500002","2010","2","4","Kansas","20","Johnson County","091",,,"050000","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,641
"G20009100500003","2010","2","4","Kansas","20","Johnson County","091",,,"050000","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,571
"G20009100500004","2010","2","4","Kansas","20","Johnson County","091",,,"050000","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,753
"G20009100500005","2010","2","4","Kansas","20","Johnson County","091",,,"050000","5",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 5",,632
"G20009100500006","2010","2","4","Kansas","20","Johnson County","091",,,"050000","6",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 6",,1297
"G20009100501001","2010","2","4","Kansas","20","Johnson County","091",,,"050100","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1186
"G20009100501002","2010","2","4","Kansas","20","Johnson County","091",,,"050100","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,831
"G20009100501003","2010","2","4","Kansas","20","Johnson County","091",,,"050100","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,601
"G20009100501004","2010","2","4","Kansas","20","Johnson County","091",,,"050100","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,901
"G20009100501005","2010","2","4","Kansas","20","Johnson County","091",,,"050100","5",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 5",,726
"G20009100502001","2010","2","4","Kansas","20","Johnson County","091",,,"050200","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,926
"G20009100502002","2010","2","4","Kansas","20","Johnson County","091",,,"050200","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,989
"G20009100502003","2010","2","4","Kansas","20","Johnson County","091",,,"050200","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1129
"G20009100502004","2010","2","4","Kansas","20","Johnson County","091",,,"050200","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,641
"G20009100503011","2010","2","4","Kansas","20","Johnson County","091",,,"050301","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1419
"G20009100503012","2010","2","4","Kansas","20","Johnson County","091",,,"050301","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,936
"G20009100503013","2010","2","4","Kansas","20","Johnson County","091",,,"050301","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1549
"G20009100503021","2010","2","4","Kansas","20","Johnson County","091",,,"050302","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,948
"G20009100503022","2010","2","4","Kansas","20","Johnson County","091",,,"050302","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,566
"G20009100504001","2010","2","4","Kansas","20","Johnson County","091",,,"050400","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1372
"G20009100504002","2010","2","4","Kansas","20","Johnson County","091",,,"050400","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1162
"G20009100504003","2010","2","4","Kansas","20","Johnson County","091",,,"050400","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,2165
"G20009100505001","2010","2","4","Kansas","20","Johnson County","091",,,"050500","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,716
"G20009100505002","2010","2","4","Kansas","20","Johnson County","091",,,"050500","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,538
"G20009100505003","2010","2","4","Kansas","20","Johnson County","091",,,"050500","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,545
"G20009100505004","2010","2","4","Kansas","20","Johnson County","091",,,"050500","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,792
"G20009100506001","2010","2","4","Kansas","20","Johnson County","091",,,"050600","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1110
"G20009100506002","2010","2","4","Kansas","20","Johnson County","091",,,"050600","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,854
"G20009100506003","2010","2","4","Kansas","20","Johnson County","091",,,"050600","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,820
"G20009100506004","2010","2","4","Kansas","20","Johnson County","091",,,"050600","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,681
"G20009100506005","2010","2","4","Kansas","20","Johnson County","091",,,"050600","5",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 5",,1016
"G20009100507001","2010","2","4","Kansas","20","Johnson County","091",,,"050700","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,823
"G20009100507002","2010","2","4","Kansas","20","Johnson County","091",,,"050700","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,813
"G20009100507003","2010","2","4","Kansas","20","Johnson County","091",,,"050700","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1352
"G20009100507004","2010","2","4","Kansas","20","Johnson County","091",,,"050700","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,903
"G20009100507005","2010","2","4","Kansas","20","Johnson County","091",,,"050700","5",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 5",,664
"G20009100508001","2010","2","4","Kansas","20","Johnson County","091",,,"050800","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,769
"G20009100508002","2010","2","4","Kansas","20","Johnson County","091",,,"050800","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1042
"G20009100508003","2010","2","4","Kansas","20","Johnson County","091",,,"050800","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,773
"G20009100509001","2010","2","4","Kansas","20","Johnson County","091",,,"050900","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,929
"G20009100509002","2010","2","4","Kansas","20","Johnson County","091",,,"050900","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1097
"G20009100509003","2010","2","4","Kansas","20","Johnson County","091",,,"050900","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,2470
"G20009100510001","2010","2","4","Kansas","20","Johnson County","091",,,"051000","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,909
"G20009100510002","2010","2","4","Kansas","20","Johnson County","091",,,"051000","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,976
"G20009100510003","2010","2","4","Kansas","20","Johnson County","091",,,"051000","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,911
"G20009100510004","2010","2","4","Kansas","20","Johnson County","091",,,"051000","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,770
"G20009100511001","2010","2","4","Kansas","20","Johnson County","091",,,"051100","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,929
"G20009100511002","2010","2","4","Kansas","20","Johnson County","091",,,"051100","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1233
"G20009100511003","2010","2","4","Kansas","20","Johnson County","091",,,"051100","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,676
"G20009100511004","2010","2","4","Kansas","20","Johnson County","091",,,"051100","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,693
"G20009100512001","2010","2","4","Kansas","20","Johnson County","091",,,"051200","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1646
"G20009100512002","2010","2","4","Kansas","20","Johnson County","091",,,"051200","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,687
"G20009100512003","2010","2","4","Kansas","20","Johnson County","091",,,"051200","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1560
"G20009100513001","2010","2","4","Kansas","20","Johnson County","091",,,"051300","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1415
"G20009100513002","2010","2","4","Kansas","20","Johnson County","091",,,"051300","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,899
"G20009100513003","2010","2","4","Kansas","20","Johnson County","091",,,"051300","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,908
"G20009100513004","2010","2","4","Kansas","20","Johnson County","091",,,"051300","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,917
"G20009100514001","2010","2","4","Kansas","20","Johnson County","091",,,"051400","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,928
"G20009100514002","2010","2","4","Kansas","20","Johnson County","091",,,"051400","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,660
"G20009100514003","2010","2","4","Kansas","20","Johnson County","091",,,"051400","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,687
"G20009100514004","2010","2","4","Kansas","20","Johnson County","091",,,"051400","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,827
"G20009100515001","2010","2","4","Kansas","20","Johnson County","091",,,"051500","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,1063
"G20009100515002","2010","2","4","Kansas","20","Johnson County","091",,,"051500","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,699
"G20009100515003","2010","2","4","Kansas","20","Johnson County","091",,,"051500","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1160
"G20009100515004","2010","2","4","Kansas","20","Johnson County","091",,,"051500","4",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 4",,1028
"G20009100516001","2010","2","4","Kansas","20","Johnson County","091",,,"051600","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,946
"G20009100516002","2010","2","4","Kansas","20","Johnson County","091",,,"051600","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,1957
"G20009100516003","2010","2","4","Kansas","20","Johnson County","091",,,"051600","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,2147
"G20009100517001","2010","2","4","Kansas","20","Johnson County","091",,,"051700","1",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 1",,860
"G20009100517002","2010","2","4","Kansas","20","Johnson County","091",,,"051700","2",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 2",,2150
"G20009100517003","2010","2","4","Kansas","20","Johnson County","091",,,"051700","3",,,,,,,,,,"28140","99999","312",,,,,,,,,,,,,,"Block Group 3",,1460
